movimentacao_id,cliente_id,tipo_movimentacao,valor,data_movimentacao
715,715,saque,3547.07,2025-03-28
716,716,depósito,3709.59,2025-01-12
717,717,depósito,4626.45,2025-03-01
718,718,saque,1905.04,2025-02-12
719,719,depósito,882.33,2025-03-20
720,720,transferência,1866.01,2025-03-28
721,721,transferência,2395.39,2025-02-10
722,722,depósito,3104.17,2025-01-04
723,723,saque,4026.04,2025-02-27
724,724,depósito,3617.32,2025-04-08
725,725,depósito,3397.64,2025-03-15
726,726,depósito,536.06,2025-05-03
727,727,transferência,4860.86,2025-03-17
728,728,depósito,1203.93,2025-03-06
729,729,depósito,1398.62,2025-03-15
730,730,transferência,646.44,2025-05-06
731,731,transferência,2732.92,2025-01-30
732,732,depósito,2559.50,2025-02-17
733,733,transferência,4254.58,2025-03-13
734,734,saque,3451.61,2025-05-02
735,735,depósito,192.28,2025-02-28
736,736,depósito,2958.05,2025-02-17
737,737,depósito,83.03,2025-03-31
738,738,depósito,4928.09,2025-04-30
739,739,saque,568.99,2025-02-28
740,740,transferência,4075.84,2025-04-12
741,741,depósito,2615.82,2025-03-20
742,742,depósito,1390.08,2025-02-15
743,743,depósito,2768.48,2025-04-10
744,744,saque,254.20,2025-04-02
745,745,transferência,3804.72,2025-02-25
746,746,depósito,2864.56,2025-03-04
747,747,transferência,1912.37,2025-03-23
748,748,depósito,2229.55,2025-02-12
749,749,transferência,2956.83,2025-02-07
750,750,transferência,2844.43,2025-03-20
751,751,transferência,701.95,2025-02-22
752,752,depósito,2653.05,2025-02-01
753,753,saque,1601.76,2025-04-25
754,754,depósito,3341.31,2025-01-08
755,755,saque,1528.87,2025-04-19
756,756,saque,4574.56,2025-04-08
757,757,transferência,4185.27,2025-04-06
758,758,transferência,3303.14,2025-03-03
759,759,saque,2798.47,2025-01-29
760,760,transferência,4614.17,2025-04-21
761,761,saque,3523.73,2025-02-26
762,762,depósito,4415.44,2025-01-10
763,763,transferência,4454.25,2025-01-10
764,764,transferência,3154.57,2025-01-25
765,765,saque,2429.24,2025-04-13
766,766,depósito,2494.74,2025-02-25
767,767,transferência,1667.34,2025-03-14
768,768,saque,4688.65,2025-02-28
769,769,transferência,1365.94,2025-02-21
770,770,depósito,3800.58,2025-03-22
771,771,saque,4493.36,2025-01-15
772,772,depósito,3870.63,2025-01-13
773,773,transferência,2483.99,2025-03-12
774,774,transferência,3835.07,2025-02-04
775,775,saque,926.51,2025-02-20
776,776,saque,4855.47,2025-01-22
777,777,saque,747.04,2025-03-18
778,778,saque,1645.74,2025-03-13
779,779,saque,4592.37,2025-04-16
780,780,saque,2724.70,2025-05-07
781,781,saque,489.72,2025-02-08
782,782,saque,2080.32,2025-02-24
783,783,saque,4900.90,2025-02-08
784,784,depósito,4520.25,2025-01-26
785,785,transferência,126.06,2025-04-11
786,786,transferência,1771.05,2025-01-11
787,787,depósito,692.92,2025-03-09
788,788,depósito,1271.37,2025-04-20
789,789,transferência,1041.71,2025-03-04
790,790,saque,1357.99,2025-02-15
791,791,saque,3016.22,2025-04-18
792,792,depósito,832.33,2025-04-14
793,793,saque,828.22,2025-05-02
794,794,depósito,3933.38,2025-03-27
795,795,transferência,1063.46,2025-04-09
796,796,transferência,135.27,2025-02-15
797,797,transferência,479.19,2025-02-14
798,798,depósito,3297.09,2025-02-02
799,799,saque,1496.24,2025-04-12
800,800,transferência,63.36,2025-01-11
801,801,transferência,4880.64,2025-02-04
802,802,transferência,4060.34,2025-04-03
803,803,saque,1833.56,2025-03-11
804,804,saque,1438.78,2025-04-13
805,805,saque,4012.09,2025-03-12
806,806,saque,2457.86,2025-03-30
807,807,saque,1734.20,2025-02-21
808,808,depósito,758.22,2025-01-01
809,809,saque,4345.88,2025-01-04
810,810,depósito,72.72,2025-04-08
811,811,saque,4325.92,2025-01-05
812,812,depósito,3284.50,2025-02-11
813,813,saque,3873.81,2025-04-15
814,814,saque,3716.36,2025-03-13
815,815,saque,951.04,2025-05-05
816,816,saque,1299.37,2025-03-22
817,817,transferência,1589.38,2025-05-06
818,818,depósito,843.44,2025-02-17
819,819,saque,2168.78,2025-03-13
820,820,transferência,1291.41,2025-03-25
821,821,depósito,2756.17,2025-03-29
822,822,transferência,1276.55,2025-01-10
823,823,saque,2816.16,2025-04-20
824,824,transferência,3640.04,2025-02-18
825,825,transferência,4483.03,2025-04-01
826,826,depósito,3085.48,2025-01-22
827,827,transferência,2094.26,2025-01-26
828,828,saque,4613.01,2025-01-15
829,829,transferência,2049.94,2025-04-26
830,830,transferência,3866.49,2025-01-15
831,831,transferência,175.68,2025-01-21
832,832,transferência,1697.85,2025-03-22
833,833,transferência,3086.10,2025-02-14
834,834,depósito,507.47,2025-02-19
835,835,depósito,1896.91,2025-03-01
836,836,saque,1343.39,2025-04-04
837,837,transferência,2360.62,2025-03-21
838,838,transferência,546.69,2025-05-03
839,839,transferência,2981.56,2025-04-28
840,840,saque,4651.39,2025-04-07
841,841,transferência,178.00,2025-01-31
842,842,saque,1650.88,2025-01-05
843,843,saque,4969.47,2025-01-11
844,844,transferência,692.85,2025-03-03
845,845,depósito,325.56,2025-02-13
846,846,depósito,4484.47,2025-01-23
847,847,depósito,4958.30,2025-02-08
848,848,saque,3925.11,2025-04-17
849,849,depósito,3796.17,2025-03-11
850,850,depósito,2240.32,2025-01-03
851,851,depósito,4998.22,2025-02-13
852,852,transferência,578.62,2025-04-03
853,853,depósito,2829.44,2025-01-30
854,854,saque,2913.28,2025-04-24
855,855,depósito,1532.10,2025-03-23
856,856,saque,1934.63,2025-04-02
857,857,transferência,2423.11,2025-03-07
858,858,transferência,522.21,2025-04-17
859,859,transferência,2323.89,2025-03-05
860,860,depósito,1753.05,2025-04-21
861,861,depósito,1758.78,2025-04-28
862,862,depósito,2647.32,2025-04-13
863,863,depósito,918.90,2025-04-21
864,864,transferência,3402.75,2025-02-18
865,865,saque,93.26,2025-02-02
866,866,depósito,3907.35,2025-02-12
867,867,saque,4906.85,2025-04-30
868,868,depósito,4201.36,2025-04-25
869,869,transferência,2888.65,2025-02-24
870,870,transferência,479.14,2025-04-18
871,871,transferência,2552.87,2025-03-02
872,872,transferência,4629.59,2025-02-19
873,873,depósito,2823.32,2025-02-19
874,874,saque,3432.60,2025-02-28
875,875,depósito,213.49,2025-03-25
876,876,depósito,3038.74,2025-03-10
877,877,saque,97.50,2025-03-22
878,878,saque,633.14,2025-01-31
879,879,depósito,827.42,2025-02-28
880,880,transferência,2119.66,2025-04-11
881,881,transferência,2252.44,2025-01-02
882,882,transferência,4100.48,2025-02-13
883,883,transferência,4761.72,2025-01-27
884,884,transferência,4828.72,2025-01-11
885,885,transferência,2347.52,2025-04-14
886,886,saque,2511.43,2025-02-10
887,887,saque,2943.64,2025-02-18
888,888,saque,1450.48,2025-01-01
889,889,depósito,830.56,2025-05-02
890,890,depósito,4859.00,2025-01-28
891,891,depósito,2775.02,2025-04-21
892,892,depósito,2810.53,2025-01-11
893,893,saque,3867.18,2025-04-11
894,894,transferência,718.92,2025-01-23
895,895,saque,4500.51,2025-02-09
896,896,depósito,694.97,2025-02-16
897,897,transferência,1837.51,2025-01-18
898,898,depósito,3811.47,2025-02-21
899,899,depósito,1306.15,2025-02-15
900,900,depósito,2594.14,2025-01-11
901,901,transferência,3381.82,2025-01-20
902,902,depósito,1772.66,2025-04-24
903,903,saque,4357.71,2025-02-07
904,904,transferência,282.96,2025-04-10
905,905,depósito,3320.64,2025-02-17
906,906,depósito,428.45,2025-01-11
907,907,saque,1098.40,2025-01-29
908,908,saque,1992.48,2025-02-21
909,909,transferência,367.86,2025-01-08
910,910,depósito,3799.09,2025-02-19
911,911,transferência,1070.44,2025-03-10
912,912,depósito,4411.00,2025-03-23
913,913,transferência,818.93,2025-02-03
914,914,depósito,3392.43,2025-01-05
915,915,depósito,2399.52,2025-04-02
916,916,transferência,3019.54,2025-03-29
917,917,transferência,4055.81,2025-04-17
918,918,transferência,2917.70,2025-04-20
919,919,saque,4074.14,2025-02-01
920,920,transferência,218.14,2025-05-07
921,921,depósito,4758.87,2025-01-07
922,922,depósito,726.37,2025-04-18
923,923,depósito,2088.21,2025-02-27
924,924,depósito,4576.73,2025-03-15
925,925,depósito,3415.18,2025-02-08
926,926,transferência,684.27,2025-02-16
927,927,depósito,2296.72,2025-01-04
928,928,saque,3845.87,2025-01-04
929,929,saque,4095.54,2025-02-09
930,930,depósito,4135.65,2025-05-04
931,931,depósito,981.49,2025-04-02
932,932,saque,4467.35,2025-04-02
933,933,transferência,3966.97,2025-04-29
934,934,saque,3714.51,2025-02-28
935,935,saque,4726.32,2025-05-03
936,936,saque,331.09,2025-04-02
937,937,saque,2982.41,2025-01-17
938,938,saque,3664.74,2025-02-11
939,939,transferência,4036.71,2025-04-05
940,940,transferência,1405.11,2025-01-30
941,941,transferência,2928.24,2025-03-02
942,942,transferência,905.41,2025-04-13
943,943,saque,3003.02,2025-01-08
944,944,transferência,474.28,2025-04-15
945,945,depósito,3596.66,2025-02-11
946,946,transferência,3020.06,2025-02-03
947,947,transferência,4724.82,2025-02-13
948,948,transferência,516.27,2025-05-06
949,949,transferência,4197.49,2025-02-09
950,950,depósito,4916.52,2025-01-16
951,951,transferência,264.24,2025-01-17
952,952,transferência,1256.38,2025-02-05
953,953,transferência,73.79,2025-03-18
954,954,depósito,3388.94,2025-02-12
955,955,saque,2830.17,2025-01-23
956,956,depósito,1286.43,2025-04-23
957,957,depósito,874.80,2025-01-27
958,958,saque,718.63,2025-03-26
959,959,depósito,4468.54,2025-04-08
960,960,depósito,1332.02,2025-03-16
961,961,depósito,2176.45,2025-05-04
962,962,saque,1072.57,2025-04-05
963,963,saque,237.84,2025-01-02
964,964,saque,3158.98,2025-05-07
965,965,saque,1294.55,2025-04-25
966,966,saque,4897.40,2025-02-16
967,967,depósito,2917.50,2025-05-06
968,968,depósito,4862.62,2025-03-11
969,969,transferência,3632.14,2025-04-25
970,970,depósito,2578.08,2025-01-17
971,971,saque,743.82,2025-02-25
972,972,depósito,811.69,2025-03-21
973,973,depósito,3107.02,2025-03-08
974,974,transferência,4863.35,2025-05-05
975,975,transferência,2281.27,2025-02-12
976,976,transferência,1296.39,2025-03-21
977,977,saque,4810.77,2025-02-03
978,978,saque,3802.85,2025-01-02
979,979,depósito,3887.88,2025-01-04
980,980,transferência,2110.54,2025-05-07
981,981,saque,627.48,2025-03-02
982,982,depósito,156.00,2025-01-29
983,983,depósito,2204.39,2025-01-12
984,984,transferência,1157.28,2025-03-20
985,985,saque,4248.42,2025-03-15
986,986,depósito,3179.05,2025-03-11
987,987,depósito,2012.32,2025-02-08
988,988,depósito,381.59,2025-03-25
989,989,transferência,3975.12,2025-03-27
990,990,transferência,2106.13,2025-02-22
991,991,saque,1271.24,2025-05-02
992,992,saque,4461.81,2025-04-11
993,993,depósito,4582.24,2025-04-03
994,994,depósito,448.90,2025-02-17
995,995,transferência,116.90,2025-04-10
996,996,depósito,464.18,2025-01-22
997,997,saque,3329.69,2025-01-31
998,998,saque,4662.07,2025-02-20
999,999,transferência,1600.68,2025-01-05
1000,1000,saque,2689.56,2025-03-16
1001,1001,transferência,455.67,2025-02-06
1002,1002,depósito,2625.09,2025-03-17
1003,1003,depósito,355.75,2025-02-21
1004,1004,saque,4286.62,2025-01-27
1005,1005,saque,3922.22,2025-04-22
1006,1006,depósito,3483.29,2025-04-08
1007,1007,depósito,129.99,2025-02-08
1008,1008,saque,1011.05,2025-04-09
1009,1009,depósito,1725.60,2025-03-16
1010,1010,depósito,3019.73,2025-01-24
1011,1011,transferência,3882.97,2025-02-12
1012,1012,transferência,2055.74,2025-02-24
1013,1013,transferência,4012.70,2025-03-30
1014,1014,depósito,4670.18,2025-04-19
1015,1015,depósito,3901.93,2025-04-02
1016,1016,depósito,3860.83,2025-02-12
1017,1017,transferência,4428.06,2025-03-22
1018,1018,depósito,3656.32,2025-01-06
1019,1019,transferência,4140.38,2025-01-14
1020,1020,depósito,3212.98,2025-03-28
1021,1021,saque,1885.25,2025-03-19
1022,1022,transferência,1422.38,2025-04-10
1023,1023,saque,484.65,2025-04-23
1024,1024,depósito,2623.43,2025-01-25
1025,1025,saque,4737.10,2025-02-01
1026,1026,depósito,162.83,2025-03-04
1027,1027,transferência,1554.40,2025-03-02
1028,1028,transferência,2021.56,2025-04-07
1029,1029,depósito,4541.22,2025-04-12
1030,1030,saque,3536.69,2025-02-04
1031,1031,transferência,1972.62,2025-01-11
1032,1032,transferência,3823.64,2025-04-15
1033,1033,depósito,2626.23,2025-02-09
1034,1034,saque,915.00,2025-04-18
1035,1035,saque,3086.81,2025-01-01
1036,1036,saque,302.08,2025-01-11
1037,1037,transferência,854.72,2025-04-08
1038,1038,depósito,3599.95,2025-04-05
1039,1039,depósito,3691.04,2025-03-28
1040,1040,saque,3996.65,2025-02-12
1041,1041,saque,1832.46,2025-05-05
1042,1042,depósito,510.70,2025-04-26
1043,1043,saque,3818.20,2025-02-03
1044,1044,transferência,2812.56,2025-01-06
1045,1045,transferência,4476.57,2025-03-13
1046,1046,transferência,1685.77,2025-01-06
1047,1047,transferência,2972.36,2025-03-23
1048,1048,depósito,992.85,2025-01-28
1049,1049,depósito,2994.09,2025-05-07
1050,1050,transferência,2443.84,2025-01-03
1051,1051,transferência,1565.20,2025-04-02
1052,1052,depósito,4039.97,2025-03-07
1053,1053,saque,1037.71,2025-02-05
1054,1054,transferência,3088.01,2025-03-31
1055,1055,depósito,1444.95,2025-02-11
1056,1056,transferência,4225.39,2025-04-12
1057,1057,depósito,3222.09,2025-01-24
1058,1058,saque,3745.84,2025-04-26
1059,1059,saque,4270.70,2025-04-11
1060,1060,transferência,4407.72,2025-04-04
1061,1061,depósito,787.54,2025-04-02
1062,1062,depósito,3330.92,2025-04-04
1063,1063,depósito,3109.54,2025-02-13
1064,1064,saque,3695.70,2025-02-11
1065,1065,transferência,1619.56,2025-04-29
1066,1066,saque,2678.28,2025-04-23
1067,1067,saque,2411.57,2025-02-06
1068,1068,transferência,3989.71,2025-02-04
1069,1069,saque,2033.66,2025-02-27
1070,1070,depósito,4493.47,2025-04-19
1071,1071,transferência,1736.57,2025-02-19
1072,1072,depósito,2733.13,2025-01-13
1073,1073,saque,4522.54,2025-02-05
1074,1074,saque,3185.61,2025-03-07
1075,1075,saque,2255.80,2025-04-22
1076,1076,saque,550.53,2025-03-26
1077,1077,depósito,4369.01,2025-02-18
1078,1078,saque,2699.70,2025-01-28
1079,1079,depósito,4027.55,2025-04-25
1080,1080,transferência,2204.07,2025-01-07
1081,1081,transferência,3426.76,2025-05-01
1082,1082,saque,4321.14,2025-04-25
1083,1083,depósito,1025.28,2025-02-25
1084,1084,transferência,4488.20,2025-03-31
1085,1085,depósito,4651.34,2025-01-05
1086,1086,transferência,4618.55,2025-01-17
1087,1087,saque,1208.28,2025-03-30
1088,1088,saque,509.66,2025-02-22
1089,1089,transferência,4503.43,2025-03-17
1090,1090,depósito,2455.60,2025-04-15
1091,1091,saque,202.32,2025-05-01
1092,1092,saque,4112.06,2025-05-06
1093,1093,transferência,4254.25,2025-02-20
1094,1094,transferência,3095.65,2025-04-07
1095,1095,transferência,4873.85,2025-05-01
1096,1096,depósito,4690.82,2025-04-21
1097,1097,depósito,3004.10,2025-01-16
1098,1098,depósito,2814.33,2025-02-08
1099,1099,saque,4616.98,2025-02-20
1100,1100,saque,3120.01,2025-04-23
1101,1101,transferência,371.87,2025-05-07
1102,1102,saque,3629.90,2025-03-11
1103,1103,saque,4110.34,2025-01-30
1104,1104,transferência,2464.70,2025-04-08
1105,1105,depósito,3822.10,2025-03-07
1106,1106,saque,1569.30,2025-04-07
1107,1107,depósito,1413.19,2025-03-02
1108,1108,transferência,3653.42,2025-01-07
1109,1109,transferência,1380.00,2025-01-17
1110,1110,transferência,141.17,2025-04-16
1111,1111,transferência,2275.97,2025-04-21
1112,1112,saque,1271.18,2025-01-18
1113,1113,transferência,552.14,2025-01-10
1114,1114,depósito,2815.63,2025-01-16
1115,1115,depósito,2768.42,2025-03-04
1116,1116,saque,4395.19,2025-02-24
1117,1117,saque,998.98,2025-03-05
1118,1118,depósito,4189.80,2025-04-22
1119,1119,transferência,2027.60,2025-03-22
1120,1120,depósito,4737.22,2025-03-31
1121,1121,saque,504.09,2025-01-13
1122,1122,transferência,3249.75,2025-03-15
1123,1123,transferência,1734.22,2025-03-13
1124,1124,depósito,2061.85,2025-02-20
1125,1125,transferência,2876.33,2025-01-10
1126,1126,saque,4197.52,2025-03-05
1127,1127,depósito,2843.30,2025-01-17
1128,1128,transferência,1928.94,2025-04-06
1129,1129,transferência,3645.89,2025-02-19
1130,1130,transferência,4731.84,2025-02-07
1131,1131,transferência,82.46,2025-04-26
1132,1132,saque,4910.98,2025-04-16
1133,1133,depósito,4739.11,2025-03-14
1134,1134,saque,820.99,2025-04-12
1135,1135,depósito,931.59,2025-01-22
1136,1136,saque,387.35,2025-04-06
1137,1137,transferência,1268.61,2025-04-25
1138,1138,depósito,4082.84,2025-02-11
1139,1139,transferência,414.17,2025-03-17
1140,1140,depósito,1907.08,2025-01-18
1141,1141,transferência,1265.21,2025-01-23
1142,1142,transferência,2947.24,2025-02-26
1143,1143,saque,295.55,2025-01-07
1144,1144,saque,4954.84,2025-01-04
1145,1145,depósito,3133.97,2025-01-16
1146,1146,depósito,3318.40,2025-02-12
1147,1147,saque,4553.11,2025-03-22
1148,1148,saque,2688.24,2025-03-20
1149,1149,depósito,3808.03,2025-05-01
1150,1150,depósito,144.19,2025-03-04
1151,1151,transferência,1206.96,2025-03-17
1152,1152,transferência,1247.52,2025-03-30
1153,1153,depósito,2306.31,2025-01-05
1154,1154,saque,3256.89,2025-03-08
1155,1155,saque,4511.09,2025-02-07
1156,1156,depósito,4789.82,2025-03-05
1157,1157,transferência,4961.42,2025-02-16
1158,1158,transferência,3130.86,2025-03-21
1159,1159,transferência,1305.05,2025-02-04
1160,1160,transferência,144.94,2025-04-04
1161,1161,transferência,1255.08,2025-03-29
1162,1162,saque,1302.16,2025-05-04
1163,1163,transferência,503.32,2025-03-22
1164,1164,depósito,2204.12,2025-01-18
1165,1165,saque,4603.20,2025-02-23
1166,1166,transferência,1239.08,2025-02-02
1167,1167,depósito,4160.18,2025-04-18
1168,1168,transferência,3344.28,2025-02-12
1169,1169,saque,159.46,2025-01-14
1170,1170,depósito,1692.68,2025-03-11
1171,1171,saque,951.36,2025-04-24
1172,1172,saque,1606.34,2025-01-04
1173,1173,depósito,1281.64,2025-01-29
1174,1174,transferência,3274.42,2025-03-10
1175,1175,saque,3460.01,2025-02-11
1176,1176,depósito,3180.20,2025-02-09
1177,1177,transferência,2201.74,2025-04-17
1178,1178,transferência,604.06,2025-03-06
1179,1179,saque,3900.49,2025-04-26
1180,1180,transferência,534.68,2025-04-06
1181,1181,depósito,1974.96,2025-05-07
1182,1182,depósito,3584.80,2025-02-11
1183,1183,transferência,4408.30,2025-03-05
1184,1184,depósito,1670.87,2025-04-17
1185,1185,transferência,296.91,2025-02-26
1186,1186,saque,2960.98,2025-04-19
1187,1187,saque,2216.91,2025-03-27
1188,1188,depósito,1768.03,2025-04-28
1189,1189,saque,835.84,2025-02-06
1190,1190,saque,1601.55,2025-04-19
1191,1191,depósito,1300.35,2025-03-23
1192,1192,transferência,3393.71,2025-02-19
1193,1193,saque,2196.46,2025-01-02
1194,1194,depósito,3251.10,2025-04-21
1195,1195,transferência,3287.64,2025-03-12
1196,1196,depósito,4804.69,2025-04-13
1197,1197,depósito,4464.35,2025-02-23
1198,1198,transferência,2815.96,2025-04-03
1199,1199,transferência,1894.56,2025-03-24
1200,1200,depósito,1666.62,2025-03-24
1201,1201,transferência,187.78,2025-02-07
1202,1202,transferência,3394.19,2025-03-28
1203,1203,depósito,4772.28,2025-02-08
1204,1204,transferência,4225.01,2025-04-28
1205,1205,saque,4021.51,2025-04-10
1206,1206,saque,2619.97,2025-01-24
1207,1207,depósito,1728.73,2025-03-25
1208,1208,depósito,496.70,2025-04-08
1209,1209,transferência,4247.69,2025-04-29
1210,1210,depósito,3690.01,2025-02-11
1211,1211,depósito,774.68,2025-04-11
1212,1212,saque,419.11,2025-01-06
1213,1213,transferência,3778.78,2025-05-04
1214,1214,transferência,874.81,2025-01-18
1215,1215,transferência,368.46,2025-01-08
1216,1216,depósito,2396.37,2025-03-02
1217,1217,saque,1933.07,2025-01-17
1218,1218,saque,4644.66,2025-01-17
1219,1219,saque,867.41,2025-02-15
1220,1220,transferência,1093.29,2025-01-06
1221,1221,transferência,1202.25,2025-03-11
1222,1222,depósito,2468.90,2025-03-02
1223,1223,saque,3391.76,2025-01-10
1224,1224,saque,2574.72,2025-04-28
1225,1225,depósito,1970.03,2025-04-21
1226,1226,saque,659.73,2025-01-14
1227,1227,saque,4364.14,2025-01-22
1228,1228,saque,3831.30,2025-01-20
1229,1229,transferência,3645.84,2025-01-15
1230,1230,saque,1405.08,2025-03-28
1231,1231,saque,541.63,2025-01-23
1232,1232,depósito,1540.57,2025-01-17
1233,1233,transferência,1726.27,2025-05-01
1234,1234,saque,3139.77,2025-02-03
1235,1235,saque,67.00,2025-02-11
1236,1236,saque,2375.81,2025-04-23
1237,1237,depósito,1719.26,2025-02-13
1238,1238,depósito,2369.79,2025-01-05
1239,1239,depósito,307.34,2025-03-19
1240,1240,transferência,3046.79,2025-04-16
1241,1241,depósito,4961.01,2025-02-11
1242,1242,depósito,4901.39,2025-01-19
1243,1243,saque,3056.82,2025-01-24
1244,1244,transferência,3500.34,2025-01-28
1245,1245,transferência,4533.84,2025-03-28
1246,1246,depósito,383.82,2025-03-23
1247,1247,depósito,623.46,2025-01-20
1248,1248,depósito,1489.51,2025-02-06
1249,1249,depósito,4456.36,2025-03-21
1250,1250,depósito,3204.46,2025-01-12
1251,1251,transferência,338.32,2025-01-15
1252,1252,transferência,2317.42,2025-02-12
1253,1253,depósito,3389.97,2025-01-27
1254,1254,transferência,4339.40,2025-03-03
1255,1255,saque,2545.97,2025-02-01
1256,1256,depósito,1968.23,2025-02-01
1257,1257,depósito,3900.12,2025-01-07
1258,1258,saque,2315.39,2025-03-11
1259,1259,saque,4374.33,2025-04-30
1260,1260,depósito,2968.13,2025-03-25
1261,1261,depósito,4458.06,2025-01-29
1262,1262,transferência,4269.43,2025-01-19
1263,1263,depósito,4851.38,2025-03-26
1264,1264,transferência,1650.53,2025-03-09
1265,1265,depósito,4806.71,2025-04-17
1266,1266,transferência,2162.43,2025-04-01
1267,1267,depósito,4194.93,2025-01-10
1268,1268,depósito,1281.09,2025-01-14
1269,1269,depósito,1829.04,2025-03-07
1270,1270,saque,2870.09,2025-01-27
1271,1271,saque,2223.56,2025-03-28
1272,1272,transferência,1286.68,2025-04-27
1273,1273,transferência,2461.64,2025-04-05
1274,1274,saque,4029.06,2025-02-05
1275,1275,transferência,1460.46,2025-01-27
1276,1276,depósito,4063.26,2025-03-28
1277,1277,saque,861.08,2025-03-11
1278,1278,saque,1349.89,2025-01-12
1279,1279,transferência,965.00,2025-03-09
1280,1280,transferência,1555.88,2025-01-12
1281,1281,depósito,4503.72,2025-02-24
1282,1282,depósito,2817.15,2025-04-20
1283,1283,saque,3110.78,2025-03-15
1284,1284,transferência,4625.64,2025-05-06
1285,1285,depósito,241.82,2025-03-05
1286,1286,depósito,4288.34,2025-02-18
1287,1287,saque,1556.70,2025-04-21
1288,1288,depósito,2850.63,2025-01-15
1289,1289,saque,3632.19,2025-01-25
1290,1290,depósito,2987.35,2025-02-07
1291,1291,transferência,428.81,2025-04-12
1292,1292,saque,2267.83,2025-04-18
1293,1293,transferência,4322.02,2025-02-01
1294,1294,saque,466.41,2025-03-16
1295,1295,transferência,3385.51,2025-02-02
1296,1296,depósito,4657.06,2025-02-02
1297,1297,transferência,4411.92,2025-02-28
1298,1298,transferência,4327.47,2025-02-20
1299,1299,depósito,4960.27,2025-03-22
1300,1300,depósito,89.11,2025-01-09
1301,1301,saque,4469.60,2025-02-28
1302,1302,transferência,917.42,2025-02-06
1303,1303,depósito,2005.39,2025-02-16
1304,1304,depósito,3495.94,2025-03-05
1305,1305,saque,4298.11,2025-03-23
1306,1306,saque,3311.56,2025-03-03
1307,1307,saque,4478.66,2025-01-27
1308,1308,saque,2828.66,2025-02-02
1309,1309,saque,1482.51,2025-02-28
1310,1310,saque,126.97,2025-03-20
1311,1311,depósito,2264.06,2025-04-07
1312,1312,depósito,2307.33,2025-03-08
1313,1313,saque,94.10,2025-01-26
1314,1314,saque,1961.00,2025-02-21
1315,1315,saque,3516.27,2025-03-12
1316,1316,depósito,2461.85,2025-04-24
1317,1317,saque,1053.59,2025-04-18
1318,1318,saque,4876.56,2025-01-11
1319,1319,transferência,2558.09,2025-03-31
1320,1320,depósito,1517.82,2025-02-04
1321,1321,saque,673.80,2025-04-15
1322,1322,depósito,4929.49,2025-03-14
1323,1323,saque,3995.52,2025-04-29
1324,1324,saque,3185.94,2025-05-03
1325,1325,saque,3062.30,2025-02-28
1326,1326,saque,4038.53,2025-01-18
1327,1327,depósito,889.78,2025-04-26
1328,1328,depósito,547.95,2025-01-16
1329,1329,transferência,1941.45,2025-04-10
1330,1330,depósito,3234.95,2025-03-13
1331,1331,transferência,87.14,2025-03-11
1332,1332,depósito,2115.91,2025-02-04
1333,1333,depósito,2952.47,2025-05-03
1334,1334,depósito,1505.39,2025-03-04
1335,1335,transferência,4085.28,2025-02-18
1336,1336,saque,4564.20,2025-03-27
1337,1337,transferência,2639.18,2025-04-24
1338,1338,transferência,2713.13,2025-04-25
1339,1339,depósito,3763.20,2025-03-01
1340,1340,depósito,606.53,2025-03-22
1341,1341,transferência,2818.60,2025-03-20
1342,1342,transferência,1130.94,2025-04-26
1343,1343,transferência,2185.69,2025-02-06
1344,1344,transferência,1954.62,2025-03-09
1345,1345,depósito,1862.38,2025-01-01
1346,1346,depósito,3769.97,2025-03-03
1347,1347,transferência,1213.30,2025-01-06
1348,1348,transferência,4466.29,2025-04-07
1349,1349,transferência,4257.84,2025-01-24
1350,1350,depósito,3367.70,2025-04-24
1351,1351,saque,1262.27,2025-04-04
1352,1352,saque,4863.31,2025-02-17
1353,1353,depósito,2339.89,2025-03-15
1354,1354,saque,2223.55,2025-01-09
1355,1355,saque,4828.38,2025-03-15
1356,1356,transferência,162.07,2025-02-03
1357,1357,transferência,4179.11,2025-01-22
1358,1358,transferência,1572.91,2025-01-18
1359,1359,saque,4787.07,2025-04-22
1360,1360,depósito,3292.26,2025-01-06
1361,1361,saque,2576.77,2025-03-25
1362,1362,transferência,2230.56,2025-02-27
1363,1363,saque,184.84,2025-02-03
1364,1364,depósito,2879.47,2025-01-21
1365,1365,transferência,561.71,2025-01-26
1366,1366,saque,4885.54,2025-04-25
1367,1367,transferência,2979.53,2025-02-10
1368,1368,saque,1009.15,2025-02-06
1369,1369,saque,2409.11,2025-04-11
1370,1370,depósito,4612.22,2025-01-28
1371,1371,transferência,2996.82,2025-04-03
1372,1372,transferência,2011.77,2025-01-07
1373,1373,depósito,1745.50,2025-02-05
1374,1374,depósito,2516.82,2025-01-18
1375,1375,transferência,3077.49,2025-02-02
1376,1376,depósito,3629.56,2025-01-25
1377,1377,saque,1694.07,2025-03-10
1378,1378,transferência,4995.81,2025-02-22
1379,1379,transferência,3248.35,2025-03-07
1380,1380,saque,350.85,2025-02-04
1381,1381,depósito,409.76,2025-05-02
1382,1382,depósito,4340.14,2025-02-26
1383,1383,depósito,762.91,2025-04-03
1384,1384,depósito,4192.93,2025-05-07
1385,1385,saque,828.43,2025-03-11
1386,1386,saque,1796.79,2025-01-31
1387,1387,transferência,4769.40,2025-02-05
1388,1388,depósito,354.14,2025-02-07
1389,1389,depósito,2606.90,2025-04-16
1390,1390,transferência,2095.19,2025-03-19
