pagamento_id,cliente_id,valor,data_pagamento
931,931,387.82,2025-03-12
932,932,188.94,2025-04-23
933,933,382.11,2025-02-24
934,934,599.31,2025-05-03
935,935,812.34,2025-05-02
936,936,464.03,2025-01-20
937,937,977.48,2025-03-10
938,938,837.95,2025-03-03
939,939,802.24,2025-02-16
940,940,148.46,2025-01-04
941,941,257.06,2025-03-16
942,942,451.59,2025-04-30
943,943,892.91,2025-01-01
944,944,443.86,2025-01-15
945,945,873.93,2025-04-22
946,946,562.67,2025-05-05
947,947,66.06,2025-02-05
948,948,965.40,2025-03-24
949,949,899.16,2025-04-26
950,950,535.82,2025-02-26
951,951,867.60,2025-03-21
952,952,80.36,2025-04-21
953,953,708.48,2025-04-01
954,954,494.09,2025-01-31
955,955,275.41,2025-01-02
956,956,815.22,2025-04-07
957,957,752.13,2025-03-02
958,958,237.95,2025-02-22
959,959,270.77,2025-02-14
960,960,218.41,2025-01-07
961,961,521.78,2025-02-20
962,962,332.93,2025-01-11
963,963,28.58,2025-04-07
964,964,647.01,2025-02-26
965,965,135.90,2025-01-14
966,966,654.22,2025-03-16
967,967,724.83,2025-02-25
968,968,643.81,2025-01-23
969,969,658.57,2025-05-05
970,970,213.36,2025-04-13
971,971,955.25,2025-03-17
972,972,219.07,2025-01-28
973,973,291.82,2025-03-01
974,974,356.40,2025-02-07
975,975,339.45,2025-03-12
976,976,790.74,2025-03-22
977,977,264.82,2025-03-10
978,978,213.05,2025-02-19
979,979,789.44,2025-03-11
980,980,563.13,2025-03-13
981,981,817.34,2025-02-01
982,982,711.62,2025-01-28
983,983,241.47,2025-04-08
984,984,564.99,2025-01-20
985,985,745.22,2025-02-08
986,986,154.47,2025-01-28
987,987,386.01,2025-03-10
988,988,673.38,2025-02-04
989,989,848.01,2025-02-02
990,990,433.74,2025-01-01
991,991,598.55,2025-01-21
992,992,829.74,2025-01-18
993,993,35.09,2025-02-26
994,994,626.55,2025-05-05
995,995,666.61,2025-01-17
996,996,525.84,2025-01-22
997,997,857.95,2025-01-29
998,998,296.46,2025-02-14
999,999,837.87,2025-03-30
1000,1000,820.41,2025-04-25
1001,1001,331.01,2025-03-06
1002,1002,810.87,2025-04-12
1003,1003,567.63,2025-04-16
1004,1004,830.90,2025-04-21
1005,1005,182.40,2025-05-06
1006,1006,85.97,2025-03-07
1007,1007,749.65,2025-02-17
1008,1008,738.12,2025-03-03
1009,1009,935.90,2025-05-06
1010,1010,398.70,2025-02-24
1011,1011,787.33,2025-02-28
1012,1012,203.91,2025-04-29
1013,1013,95.19,2025-03-24
1014,1014,487.24,2025-03-26
1015,1015,253.55,2025-04-09
1016,1016,71.27,2025-04-15
1017,1017,444.62,2025-04-13
1018,1018,439.74,2025-03-22
1019,1019,637.34,2025-04-18
1020,1020,484.52,2025-02-12
1021,1021,174.62,2025-01-05
1022,1022,455.24,2025-02-21
1023,1023,612.77,2025-04-03
1024,1024,582.11,2025-04-22
1025,1025,484.36,2025-01-17
1026,1026,53.11,2025-03-12
1027,1027,362.71,2025-03-01
1028,1028,250.15,2025-02-20
1029,1029,855.06,2025-03-27
1030,1030,113.03,2025-02-05
1031,1031,153.46,2025-01-06
1032,1032,121.65,2025-03-10
1033,1033,809.86,2025-01-16
1034,1034,737.80,2025-04-08
1035,1035,577.23,2025-02-05
1036,1036,739.59,2025-03-01
1037,1037,183.49,2025-01-27
1038,1038,541.14,2025-01-31
1039,1039,587.71,2025-05-05
1040,1040,394.65,2025-03-09
1041,1041,38.12,2025-02-11
1042,1042,991.22,2025-03-30
1043,1043,626.54,2025-04-12
1044,1044,93.99,2025-01-12
1045,1045,972.68,2025-01-15
1046,1046,854.62,2025-03-11
1047,1047,575.11,2025-01-03
1048,1048,165.20,2025-05-05
1049,1049,861.25,2025-04-18
1050,1050,777.81,2025-03-04
1051,1051,43.56,2025-01-12
1052,1052,419.84,2025-04-14
1053,1053,28.54,2025-01-24
1054,1054,56.06,2025-03-14
1055,1055,709.93,2025-04-20
1056,1056,419.82,2025-04-30
1057,1057,642.41,2025-04-13
1058,1058,853.76,2025-01-03
1059,1059,982.11,2025-01-09
1060,1060,971.13,2025-05-02
1061,1061,363.25,2025-01-04
1062,1062,645.84,2025-03-09
1063,1063,143.60,2025-04-12
1064,1064,609.75,2025-01-15
1065,1065,839.01,2025-03-13
1066,1066,647.04,2025-02-19
1067,1067,557.11,2025-02-21
1068,1068,622.28,2025-01-17
1069,1069,526.39,2025-02-09
1070,1070,544.45,2025-02-11
1071,1071,296.37,2025-03-20
1072,1072,707.82,2025-02-14
1073,1073,171.28,2025-04-20
1074,1074,204.12,2025-04-29
1075,1075,697.75,2025-03-10
1076,1076,975.02,2025-01-27
1077,1077,693.19,2025-05-01
1078,1078,812.07,2025-01-02
1079,1079,75.38,2025-02-27
1080,1080,868.99,2025-03-05
1081,1081,633.13,2025-02-07
1082,1082,486.41,2025-03-23
1083,1083,343.27,2025-03-10
1084,1084,259.63,2025-02-16
1085,1085,815.68,2025-01-01
1086,1086,153.65,2025-01-24
1087,1087,921.41,2025-01-13
1088,1088,937.91,2025-02-25
1089,1089,861.04,2025-01-05
1090,1090,295.92,2025-02-22
1091,1091,761.79,2025-01-07
1092,1092,256.30,2025-01-16
1093,1093,516.80,2025-01-19
1094,1094,794.44,2025-03-11
1095,1095,181.89,2025-03-01
1096,1096,286.01,2025-01-05
1097,1097,201.55,2025-01-07
1098,1098,842.02,2025-03-07
1099,1099,638.66,2025-04-07
1100,1100,227.17,2025-01-17
1101,1101,449.24,2025-04-29
1102,1102,984.50,2025-02-08
1103,1103,507.26,2025-01-26
1104,1104,884.07,2025-04-22
1105,1105,932.37,2025-03-01
1106,1106,813.05,2025-02-11
1107,1107,564.23,2025-04-12
1108,1108,207.56,2025-04-25
1109,1109,245.51,2025-04-23
1110,1110,759.30,2025-02-16
1111,1111,147.84,2025-02-26
1112,1112,771.46,2025-03-18
1113,1113,112.90,2025-05-07
1114,1114,610.19,2025-04-09
1115,1115,674.68,2025-01-26
1116,1116,464.34,2025-01-25
1117,1117,35.58,2025-04-05
1118,1118,418.50,2025-03-25
1119,1119,634.93,2025-01-16
1120,1120,400.96,2025-03-11
1121,1121,714.78,2025-04-23
1122,1122,924.35,2025-04-19
1123,1123,389.29,2025-04-05
1124,1124,795.14,2025-03-03
1125,1125,807.83,2025-02-22
1126,1126,985.61,2025-01-18
1127,1127,844.16,2025-03-29
1128,1128,781.96,2025-02-10
1129,1129,957.23,2025-01-04
1130,1130,939.85,2025-01-25
1131,1131,794.53,2025-05-05
1132,1132,96.58,2025-01-14
1133,1133,122.94,2025-01-07
1134,1134,562.68,2025-03-12
1135,1135,713.11,2025-04-01
1136,1136,661.07,2025-03-01
1137,1137,324.90,2025-04-02
1138,1138,348.40,2025-02-07
1139,1139,565.21,2025-01-20
1140,1140,479.59,2025-04-28
1141,1141,658.25,2025-02-26
1142,1142,155.83,2025-03-16
1143,1143,615.22,2025-05-05
1144,1144,594.90,2025-04-06
1145,1145,764.06,2025-04-02
1146,1146,573.10,2025-04-18
1147,1147,395.81,2025-04-26
1148,1148,965.43,2025-02-16
1149,1149,670.59,2025-01-05
1150,1150,294.34,2025-03-12
1151,1151,606.40,2025-03-10
1152,1152,510.10,2025-01-09
1153,1153,22.45,2025-01-23
1154,1154,776.22,2025-02-12
1155,1155,76.98,2025-04-14
1156,1156,535.68,2025-02-02
1157,1157,445.63,2025-05-03
1158,1158,811.36,2025-01-13
1159,1159,392.01,2025-03-12
1160,1160,152.70,2025-04-04
1161,1161,311.33,2025-04-21
1162,1162,931.00,2025-03-15
1163,1163,991.08,2025-04-22
1164,1164,593.65,2025-03-06
1165,1165,460.30,2025-03-26
1166,1166,532.33,2025-04-09
1167,1167,180.28,2025-03-27
1168,1168,613.04,2025-04-24
1169,1169,846.68,2025-02-28
1170,1170,397.82,2025-03-12
1171,1171,663.44,2025-01-10
1172,1172,806.93,2025-04-01
1173,1173,305.14,2025-03-04
1174,1174,361.16,2025-04-23
1175,1175,367.72,2025-02-28
1176,1176,222.22,2025-03-25
1177,1177,66.45,2025-01-24
1178,1178,193.32,2025-04-22
1179,1179,531.78,2025-01-04
1180,1180,72.90,2025-04-17
1181,1181,34.00,2025-04-04
1182,1182,259.50,2025-01-27
1183,1183,469.96,2025-04-11
1184,1184,340.85,2025-03-14
1185,1185,522.84,2025-02-12
1186,1186,694.53,2025-02-05
1187,1187,297.33,2025-02-03
1188,1188,642.91,2025-04-21
1189,1189,657.47,2025-01-02
1190,1190,812.45,2025-03-20
1191,1191,948.65,2025-04-12
1192,1192,568.50,2025-03-21
1193,1193,931.60,2025-04-23
1194,1194,835.59,2025-04-03
1195,1195,898.17,2025-02-24
1196,1196,830.11,2025-01-13
1197,1197,779.61,2025-03-05
1198,1198,987.32,2025-01-16
1199,1199,902.85,2025-04-29
1200,1200,36.12,2025-02-19
1201,1201,185.29,2025-01-09
1202,1202,924.96,2025-01-09
1203,1203,100.18,2025-01-19
1204,1204,50.73,2025-04-26
1205,1205,340.16,2025-02-14
1206,1206,305.71,2025-02-16
1207,1207,616.39,2025-03-11
1208,1208,494.65,2025-03-09
1209,1209,570.98,2025-02-20
1210,1210,262.23,2025-02-01
1211,1211,40.73,2025-02-12
1212,1212,206.33,2025-04-10
1213,1213,171.79,2025-01-07
1214,1214,513.22,2025-04-26
1215,1215,556.88,2025-04-16
1216,1216,343.30,2025-05-07
1217,1217,986.91,2025-05-05
1218,1218,944.72,2025-04-30
1219,1219,296.28,2025-04-01
1220,1220,964.80,2025-04-04
1221,1221,637.23,2025-01-29
1222,1222,81.19,2025-02-04
1223,1223,341.78,2025-04-15
1224,1224,224.80,2025-02-09
1225,1225,842.08,2025-02-10
1226,1226,916.23,2025-04-02
1227,1227,343.41,2025-02-26
1228,1228,896.44,2025-04-21
1229,1229,24.10,2025-04-09
1230,1230,281.31,2025-02-09
1231,1231,538.98,2025-04-06
1232,1232,751.05,2025-03-29
1233,1233,298.49,2025-03-16
1234,1234,927.57,2025-02-04
1235,1235,350.56,2025-01-04
1236,1236,191.86,2025-02-15
1237,1237,542.10,2025-01-07
1238,1238,150.06,2025-02-14
1239,1239,142.60,2025-01-20
1240,1240,974.70,2025-01-25
1241,1241,927.70,2025-02-17
1242,1242,304.55,2025-03-31
1243,1243,42.76,2025-04-23
1244,1244,384.34,2025-01-26
1245,1245,570.69,2025-01-14
1246,1246,23.87,2025-05-05
1247,1247,912.86,2025-02-27
1248,1248,433.65,2025-03-30
1249,1249,83.59,2025-01-19
1250,1250,218.16,2025-04-15
1251,1251,697.02,2025-03-11
1252,1252,330.44,2025-02-05
1253,1253,497.65,2025-01-13
1254,1254,916.47,2025-02-21
1255,1255,324.47,2025-01-02
1256,1256,270.00,2025-03-24
1257,1257,292.16,2025-03-31
1258,1258,243.57,2025-01-02
1259,1259,380.60,2025-02-19
1260,1260,203.09,2025-04-20
1261,1261,93.45,2025-02-23
1262,1262,587.91,2025-01-15
1263,1263,158.38,2025-03-24
1264,1264,806.39,2025-02-10
1265,1265,363.35,2025-03-11
1266,1266,178.15,2025-04-26
1267,1267,922.72,2025-02-15
1268,1268,26.52,2025-03-21
1269,1269,359.82,2025-04-13
1270,1270,291.67,2025-04-19
1271,1271,467.09,2025-04-09
1272,1272,488.04,2025-03-13
1273,1273,307.12,2025-02-06
1274,1274,238.31,2025-03-22
1275,1275,505.60,2025-03-20
1276,1276,475.61,2025-02-04
1277,1277,68.07,2025-03-29
1278,1278,202.03,2025-03-11
1279,1279,814.69,2025-04-25
1280,1280,960.93,2025-03-12
1281,1281,296.68,2025-02-02
1282,1282,749.82,2025-04-20
1283,1283,286.42,2025-01-04
1284,1284,147.73,2025-01-17
1285,1285,850.29,2025-03-17
1286,1286,284.76,2025-02-05
1287,1287,481.21,2025-02-16
1288,1288,545.19,2025-01-26
1289,1289,139.79,2025-02-19
1290,1290,927.04,2025-01-21
1291,1291,120.65,2025-03-06
1292,1292,995.05,2025-03-23
1293,1293,641.39,2025-03-02
1294,1294,52.43,2025-01-27
1295,1295,757.89,2025-03-12
1296,1296,641.62,2025-01-13
1297,1297,142.63,2025-01-24
1298,1298,963.35,2025-02-03
1299,1299,464.40,2025-01-24
1300,1300,657.69,2025-04-08
1301,1301,431.71,2025-03-14
1302,1302,75.50,2025-03-16
1303,1303,159.61,2025-01-11
1304,1304,33.96,2025-03-05
1305,1305,897.28,2025-02-15
1306,1306,147.04,2025-02-15
1307,1307,840.48,2025-03-13
1308,1308,152.46,2025-03-01
1309,1309,68.15,2025-05-03
1310,1310,896.56,2025-02-06
1311,1311,361.96,2025-02-10
1312,1312,680.97,2025-03-13
1313,1313,455.26,2025-01-25
1314,1314,398.18,2025-04-15
1315,1315,648.71,2025-01-31
1316,1316,357.84,2025-01-28
1317,1317,375.33,2025-01-21
1318,1318,227.51,2025-04-08
1319,1319,454.87,2025-03-11
1320,1320,241.41,2025-04-23
1321,1321,415.64,2025-04-29
1322,1322,409.76,2025-01-09
1323,1323,958.83,2025-01-09
1324,1324,946.83,2025-02-05
1325,1325,279.82,2025-04-06
1326,1326,756.26,2025-02-09
1327,1327,220.29,2025-02-09
1328,1328,787.83,2025-03-24
1329,1329,728.63,2025-02-16
1330,1330,365.24,2025-01-01
1331,1331,814.25,2025-01-02
1332,1332,730.30,2025-01-03
1333,1333,221.12,2025-01-13
1334,1334,219.72,2025-02-18
1335,1335,968.68,2025-02-21
1336,1336,220.59,2025-01-14
1337,1337,169.36,2025-02-11
1338,1338,950.15,2025-02-19
1339,1339,737.01,2025-02-14
1340,1340,351.08,2025-01-13
1341,1341,880.03,2025-01-16
1342,1342,564.09,2025-05-03
1343,1343,188.17,2025-02-28
1344,1344,863.14,2025-04-01
1345,1345,579.72,2025-03-28
1346,1346,83.50,2025-01-22
1347,1347,138.01,2025-03-25
1348,1348,210.74,2025-01-10
1349,1349,96.16,2025-02-12
1350,1350,626.25,2025-01-05
1351,1351,381.50,2025-05-02
1352,1352,578.03,2025-04-17
1353,1353,715.55,2025-01-25
1354,1354,633.38,2025-01-22
1355,1355,412.44,2025-01-15
1356,1356,893.71,2025-04-09
1357,1357,608.24,2025-04-09
1358,1358,813.08,2025-01-09
1359,1359,130.97,2025-02-06
1360,1360,460.81,2025-02-05
1361,1361,718.21,2025-03-22
1362,1362,312.40,2025-03-12
1363,1363,727.66,2025-01-04
1364,1364,209.52,2025-03-22
1365,1365,261.73,2025-02-26
1366,1366,775.04,2025-03-02
1367,1367,947.41,2025-02-25
1368,1368,253.90,2025-01-21
1369,1369,695.13,2025-02-16
1370,1370,766.83,2025-01-31
1371,1371,220.31,2025-02-08
1372,1372,964.52,2025-02-05
1373,1373,974.69,2025-04-11
1374,1374,902.19,2025-02-04
1375,1375,32.66,2025-05-05
1376,1376,867.88,2025-03-27
1377,1377,602.99,2025-02-23
1378,1378,738.92,2025-03-03
1379,1379,808.75,2025-04-05
1380,1380,110.16,2025-01-06
1381,1381,226.12,2025-03-23
1382,1382,958.72,2025-03-11
1383,1383,597.05,2025-03-29
1384,1384,777.65,2025-01-01
1385,1385,436.49,2025-02-09
1386,1386,863.04,2025-04-02
1387,1387,246.13,2025-03-02
1388,1388,480.45,2025-03-27
1389,1389,276.17,2025-01-06
1390,1390,985.06,2025-03-16
1391,1391,439.25,2025-02-19
1392,1392,516.93,2025-01-17
1393,1393,87.97,2025-04-25
1394,1394,176.19,2025-04-26
1395,1395,665.30,2025-05-05
1396,1396,502.22,2025-04-08
1397,1397,541.79,2025-01-13
1398,1398,147.83,2025-05-03
1399,1399,202.69,2025-02-21
1400,1400,223.32,2025-05-02
1401,1401,36.43,2025-02-07
1402,1402,697.44,2025-01-11
1403,1403,589.66,2025-02-11
1404,1404,412.37,2025-01-01
1405,1405,518.05,2025-04-30
1406,1406,39.44,2025-01-22
1407,1407,696.69,2025-01-03
1408,1408,645.87,2025-01-15
1409,1409,869.54,2025-03-07
1410,1410,97.65,2025-02-04
1411,1411,213.59,2025-04-22
1412,1412,221.93,2025-04-18
1413,1413,205.47,2025-01-30
1414,1414,723.28,2025-01-28
1415,1415,159.78,2025-04-11
1416,1416,895.16,2025-04-12
1417,1417,688.50,2025-01-31
1418,1418,364.15,2025-01-05
1419,1419,488.36,2025-01-11
1420,1420,244.83,2025-04-12
1421,1421,244.67,2025-03-31
1422,1422,565.83,2025-03-17
1423,1423,154.29,2025-03-05
1424,1424,576.48,2025-02-28
1425,1425,541.68,2025-03-04
1426,1426,89.59,2025-02-19
1427,1427,274.76,2025-03-06
1428,1428,209.05,2025-03-18
1429,1429,709.07,2025-02-05
1430,1430,327.59,2025-03-14
1431,1431,442.61,2025-03-27
1432,1432,224.22,2025-02-05
1433,1433,354.35,2025-02-20
1434,1434,665.93,2025-01-01
1435,1435,912.04,2025-01-28
1436,1436,796.99,2025-02-10
1437,1437,779.01,2025-01-23
1438,1438,365.25,2025-01-13
1439,1439,943.54,2025-04-19
1440,1440,898.05,2025-02-26
1441,1441,394.02,2025-03-11
1442,1442,194.80,2025-01-14
1443,1443,318.77,2025-05-01
1444,1444,106.59,2025-05-02
1445,1445,154.09,2025-02-04
1446,1446,927.76,2025-01-28
1447,1447,526.64,2025-04-21
1448,1448,892.31,2025-04-26
1449,1449,800.76,2025-02-26
1450,1450,773.94,2025-02-21
1451,1451,43.96,2025-04-02
1452,1452,467.84,2025-02-25
1453,1453,225.01,2025-03-26
1454,1454,635.46,2025-03-13
1455,1455,932.77,2025-04-25
1456,1456,228.15,2025-02-03
1457,1457,65.71,2025-03-04
1458,1458,393.32,2025-02-22
1459,1459,28.12,2025-03-03
1460,1460,971.93,2025-03-19
1461,1461,947.36,2025-01-20
1462,1462,749.32,2025-02-25
1463,1463,154.96,2025-04-11
1464,1464,373.15,2025-01-31
1465,1465,94.31,2025-02-20
1466,1466,797.59,2025-02-18
1467,1467,854.78,2025-03-23
1468,1468,382.75,2025-01-10
1469,1469,775.01,2025-02-17
1470,1470,831.63,2025-01-31
1471,1471,629.78,2025-03-23
1472,1472,928.10,2025-04-27
1473,1473,120.92,2025-05-07
1474,1474,773.89,2025-03-02
1475,1475,674.21,2025-01-24
1476,1476,856.14,2025-02-01
1477,1477,945.86,2025-01-19
1478,1478,340.85,2025-04-09
1479,1479,502.14,2025-03-20
1480,1480,949.69,2025-03-01
1481,1481,313.47,2025-03-07
1482,1482,514.10,2025-04-24
1483,1483,757.74,2025-02-06
1484,1484,476.98,2025-04-24
1485,1485,221.61,2025-05-07
1486,1486,683.77,2025-04-26
1487,1487,830.14,2025-01-16
1488,1488,393.07,2025-04-24
1489,1489,757.25,2025-03-01
1490,1490,582.85,2025-03-23
1491,1491,367.87,2025-02-19
1492,1492,860.18,2025-01-23
1493,1493,603.65,2025-03-17
1494,1494,255.20,2025-03-31
1495,1495,878.82,2025-03-29
1496,1496,208.45,2025-04-22
1497,1497,142.50,2025-02-09
1498,1498,703.01,2025-02-02
1499,1499,35.08,2025-04-27
1500,1500,898.86,2025-02-28
1501,1501,994.06,2025-01-10
1502,1502,192.91,2025-04-21
1503,1503,645.39,2025-04-24
1504,1504,577.33,2025-05-02
1505,1505,391.70,2025-02-06
1506,1506,721.75,2025-04-21
1507,1507,530.92,2025-01-05
1508,1508,352.38,2025-04-23
1509,1509,452.27,2025-04-20
1510,1510,520.88,2025-04-14
1511,1511,199.26,2025-02-13
1512,1512,568.21,2025-01-06
1513,1513,771.01,2025-01-23
1514,1514,900.13,2025-04-26
1515,1515,345.38,2025-03-24
1516,1516,612.27,2025-03-15
1517,1517,785.15,2025-01-12
1518,1518,22.85,2025-01-25
1519,1519,899.50,2025-01-21
1520,1520,488.95,2025-03-26
1521,1521,801.50,2025-04-27
1522,1522,663.15,2025-02-08
1523,1523,259.76,2025-03-18
1524,1524,896.70,2025-05-06
1525,1525,174.08,2025-03-16
1526,1526,321.30,2025-02-28
1527,1527,698.74,2025-03-15
1528,1528,364.72,2025-04-09
1529,1529,568.41,2025-03-30
1530,1530,574.16,2025-03-11
1531,1531,429.09,2025-02-15
1532,1532,600.72,2025-01-26
1533,1533,807.68,2025-04-08
1534,1534,60.21,2025-02-02
1535,1535,161.56,2025-04-05
1536,1536,618.34,2025-04-03
1537,1537,819.55,2025-02-12
1538,1538,702.60,2025-02-18
1539,1539,405.46,2025-04-15
1540,1540,464.27,2025-01-11
1541,1541,779.75,2025-03-10
1542,1542,84.37,2025-02-10
1543,1543,188.64,2025-01-06
1544,1544,356.88,2025-02-15
1545,1545,512.13,2025-02-21
1546,1546,476.42,2025-04-02
1547,1547,527.48,2025-02-06
1548,1548,763.12,2025-04-22
1549,1549,508.69,2025-03-06
1550,1550,234.60,2025-02-18
1551,1551,431.34,2025-03-13
1552,1552,68.31,2025-04-04
1553,1553,286.52,2025-02-04
1554,1554,34.70,2025-04-25
1555,1555,869.29,2025-03-09
1556,1556,804.43,2025-02-12
1557,1557,898.01,2025-01-31
1558,1558,875.70,2025-01-21
1559,1559,505.84,2025-03-28
1560,1560,174.17,2025-04-02
1561,1561,677.13,2025-01-04
1562,1562,128.91,2025-03-21
1563,1563,867.33,2025-01-27
1564,1564,732.12,2025-03-21
1565,1565,539.39,2025-04-27
1566,1566,755.82,2025-04-10
1567,1567,897.01,2025-02-05
1568,1568,540.83,2025-03-06
1569,1569,797.80,2025-03-05
1570,1570,186.14,2025-05-01
1571,1571,799.70,2025-04-24
1572,1572,192.97,2025-02-01
1573,1573,586.67,2025-02-06
1574,1574,888.42,2025-04-17
1575,1575,369.08,2025-05-07
1576,1576,749.80,2025-04-22
1577,1577,477.15,2025-03-14
1578,1578,485.67,2025-02-25
1579,1579,654.48,2025-03-24
1580,1580,955.70,2025-04-18
1581,1581,755.37,2025-04-27
1582,1582,511.71,2025-01-23
1583,1583,967.35,2025-03-09
1584,1584,217.90,2025-03-26
1585,1585,135.08,2025-03-03
1586,1586,611.98,2025-03-14
1587,1587,942.23,2025-04-24
1588,1588,901.03,2025-01-29
1589,1589,694.00,2025-03-02
1590,1590,348.36,2025-03-04
1591,1591,414.12,2025-02-01
1592,1592,259.72,2025-04-15
1593,1593,733.24,2025-01-31
1594,1594,23.89,2025-05-03
1595,1595,224.25,2025-03-04
1596,1596,535.38,2025-04-25
1597,1597,959.25,2025-01-03
1598,1598,514.79,2025-03-03
1599,1599,30.43,2025-04-03
1600,1600,864.23,2025-03-14
1601,1601,836.21,2025-01-05
1602,1602,43.83,2025-02-17
1603,1603,469.45,2025-01-08
1604,1604,553.80,2025-05-03
1605,1605,831.05,2025-01-20
1606,1606,840.47,2025-03-19
1607,1607,346.06,2025-03-13
1608,1608,972.92,2025-03-25
1609,1609,575.69,2025-04-23
1610,1610,836.94,2025-02-06
1611,1611,347.29,2025-02-28
1612,1612,626.73,2025-01-16
1613,1613,171.56,2025-03-13
1614,1614,579.08,2025-01-21
1615,1615,447.13,2025-05-02
1616,1616,738.01,2025-03-24
1617,1617,834.98,2025-02-26
1618,1618,347.76,2025-01-11
1619,1619,609.93,2025-04-11
1620,1620,439.91,2025-01-22
1621,1621,230.13,2025-03-21
1622,1622,760.12,2025-04-07
1623,1623,935.57,2025-01-14
1624,1624,873.39,2025-01-06
1625,1625,568.88,2025-04-23
1626,1626,879.04,2025-01-03
1627,1627,228.80,2025-03-04
1628,1628,236.13,2025-01-20
1629,1629,432.74,2025-01-14
1630,1630,641.90,2025-02-08
1631,1631,24.69,2025-02-21
1632,1632,975.96,2025-02-07
1633,1633,85.48,2025-01-11
1634,1634,865.30,2025-02-11
1635,1635,560.03,2025-04-13
1636,1636,554.24,2025-01-01
1637,1637,593.42,2025-02-19
1638,1638,636.43,2025-01-17
1639,1639,484.85,2025-01-24
1640,1640,157.09,2025-01-30
1641,1641,472.26,2025-04-22
1642,1642,778.29,2025-03-16
1643,1643,677.16,2025-02-07
1644,1644,607.62,2025-05-07
1645,1645,672.57,2025-02-26
1646,1646,469.77,2025-01-02
1647,1647,863.93,2025-03-15
1648,1648,784.16,2025-01-21
1649,1649,695.97,2025-02-10
1650,1650,322.27,2025-03-11
1651,1651,264.61,2025-04-05
1652,1652,349.49,2025-03-20
1653,1653,599.30,2025-03-12
1654,1654,969.86,2025-01-14
1655,1655,81.25,2025-01-28
1656,1656,241.38,2025-04-21
1657,1657,546.35,2025-02-07
1658,1658,52.38,2025-02-12
1659,1659,582.83,2025-03-29
1660,1660,903.10,2025-04-24
1661,1661,953.30,2025-03-15
1662,1662,28.60,2025-02-10
1663,1663,923.68,2025-02-19
1664,1664,36.80,2025-03-10
1665,1665,889.61,2025-01-07
1666,1666,104.56,2025-02-11
1667,1667,576.26,2025-04-01
1668,1668,369.59,2025-03-11
1669,1669,324.02,2025-03-09
1670,1670,712.72,2025-04-11
1671,1671,216.79,2025-04-03
1672,1672,927.37,2025-04-18
1673,1673,517.25,2025-04-20
1674,1674,682.74,2025-04-22
1675,1675,984.40,2025-03-03
1676,1676,883.74,2025-05-03
1677,1677,839.44,2025-03-15
1678,1678,339.96,2025-02-09
1679,1679,928.02,2025-02-21
1680,1680,968.32,2025-02-10
1681,1681,684.00,2025-02-18
1682,1682,903.97,2025-03-07
1683,1683,168.57,2025-03-21
1684,1684,400.82,2025-04-13
1685,1685,791.12,2025-01-21
1686,1686,820.25,2025-04-20
1687,1687,245.58,2025-03-04
1688,1688,526.24,2025-04-03
1689,1689,992.64,2025-01-09
1690,1690,871.08,2025-01-29
1691,1691,758.08,2025-04-05
1692,1692,206.48,2025-01-22
1693,1693,771.88,2025-01-15
1694,1694,962.45,2025-05-02
1695,1695,900.81,2025-04-15
1696,1696,623.06,2025-04-08
1697,1697,180.03,2025-05-05
1698,1698,190.42,2025-03-09
1699,1699,885.29,2025-03-22
1700,1700,468.73,2025-05-02
1701,1701,387.66,2025-03-03
1702,1702,645.08,2025-01-25
1703,1703,328.54,2025-03-30
1704,1704,968.08,2025-02-24
1705,1705,427.20,2025-03-12
1706,1706,975.37,2025-04-23
1707,1707,441.18,2025-04-27
1708,1708,244.89,2025-03-06
1709,1709,453.63,2025-01-06
1710,1710,729.76,2025-01-31
1711,1711,525.13,2025-01-31
1712,1712,725.27,2025-01-21
1713,1713,357.07,2025-04-23
1714,1714,168.50,2025-04-27
1715,1715,813.50,2025-01-12
1716,1716,550.06,2025-04-09
1717,1717,985.71,2025-04-24
1718,1718,720.64,2025-04-02
1719,1719,959.99,2025-04-19
1720,1720,209.25,2025-01-05
1721,1721,358.87,2025-01-30
1722,1722,554.63,2025-01-15
1723,1723,296.35,2025-04-12
1724,1724,464.37,2025-04-28
1725,1725,498.31,2025-01-04
1726,1726,67.52,2025-02-21
1727,1727,227.94,2025-03-26
1728,1728,412.71,2025-02-04
1729,1729,829.96,2025-02-16
1730,1730,526.48,2025-03-18
1731,1731,681.14,2025-04-03
1732,1732,545.54,2025-04-07
1733,1733,94.56,2025-01-12
1734,1734,278.75,2025-02-18
1735,1735,801.21,2025-03-12
1736,1736,307.95,2025-02-17
1737,1737,233.37,2025-02-13
1738,1738,710.33,2025-04-01
1739,1739,24.45,2025-01-18
1740,1740,813.13,2025-04-09
1741,1741,192.25,2025-01-02
1742,1742,764.62,2025-04-29
1743,1743,742.61,2025-01-10
1744,1744,76.97,2025-01-28
1745,1745,443.18,2025-03-01
1746,1746,523.18,2025-01-22
1747,1747,349.86,2025-05-06
1748,1748,541.60,2025-01-27
1749,1749,770.08,2025-05-06
1750,1750,811.63,2025-01-16
1751,1751,989.61,2025-03-29
1752,1752,784.42,2025-04-05
1753,1753,369.95,2025-04-20
1754,1754,225.51,2025-04-13
1755,1755,114.17,2025-04-03
1756,1756,434.85,2025-02-22
1757,1757,384.70,2025-02-04
1758,1758,383.80,2025-04-02
1759,1759,989.05,2025-03-23
1760,1760,77.57,2025-04-12
